date,ICT Liquidity Sweep,Trend Following (EMA+ADX),Mean Reversion (RSI+BB),Breakout (20d Range)
2024-05-04,10811.44,8546.13,10000.00,9421.45
2024-05-05,10811.44,8515.93,10000.00,9407.71
2024-05-06,10811.44,8486.57,10000.00,9394.35
2024-05-07,10811.44,8446.83,10000.00,9376.28
2024-05-08,10811.44,8512.76,10000.00,9406.27
2024-05-09,10811.44,10529.38,10000.00,9370.13
2024-05-10,10811.44,10529.38,10000.00,10211.47
2024-05-11,10811.44,10529.38,10000.00,10211.47
2024-05-12,10811.44,10529.38,10000.00,10211.47
2024-05-13,10811.44,10529.38,10000.00,10211.47
2024-05-14,10811.44,10529.38,10000.00,10211.47
2024-05-15,10811.44,10529.38,10000.00,8799.99
2024-05-16,10751.76,10529.38,10000.00,8837.80
2024-05-17,10751.76,10529.38,10000.00,8835.20
2024-05-18,10751.76,10529.38,10000.00,8821.36
2024-05-19,10584.26,10529.38,10000.00,8929.72
2024-05-20,10584.26,8385.50,10000.00,8902.66
2024-05-21,8436.70,8355.50,10000.00,10271.89
2024-05-22,8401.17,8320.79,10000.00,10271.89
2024-05-23,8419.34,8338.54,10000.00,10271.89
2024-05-24,8441.69,8360.37,10000.00,10271.89
2024-05-25,8417.53,8336.77,10000.00,10271.89
2024-05-26,10607.03,8363.26,10000.00,10271.89
2024-05-27,10607.03,8332.13,10000.00,10271.89
2024-05-28,10607.03,8309.90,10000.00,10271.89
2024-05-29,10607.03,10438.45,10000.00,10271.89
2024-05-30,10607.03,10438.45,10000.00,10271.89
2024-05-31,10607.03,10438.45,10000.00,10271.89
2024-06-01,10607.03,10438.45,10000.00,10271.89
2024-06-02,10607.03,10438.45,10000.00,10271.89
2024-06-03,10607.03,10438.45,10000.00,10271.89
2024-06-04,10607.03,10438.45,10000.00,10271.89
2024-06-05,10607.03,10438.45,10000.00,10271.89
2024-06-06,10607.03,8308.23,10000.00,10271.89
2024-06-07,8484.80,8307.44,10000.00,10271.89
2024-06-08,8495.07,8317.34,10000.00,10271.89
2024-06-09,8490.98,8313.39,10000.00,10271.89
2024-06-10,8424.09,8248.91,10000.00,10271.89
2024-06-11,8452.47,8276.27,10000.00,10271.89
2024-06-12,8406.43,10319.58,10000.00,10271.89
2024-06-13,8383.90,10319.58,10000.00,10271.89
2024-06-14,8389.49,10319.58,10000.00,10271.89
2024-06-15,8403.04,10319.58,10000.00,10271.89
2024-06-16,10694.20,10319.58,10000.00,10271.89
2024-06-17,10694.20,10319.58,10000.00,10271.89
2024-06-18,8548.56,10319.58,10000.00,10271.89
2024-06-19,8545.18,10319.58,10000.00,10271.89
2024-06-20,8521.26,10319.58,10000.00,10271.89
2024-06-21,8525.56,8259.88,10000.00,10271.89
2024-06-22,10629.30,8225.46,10000.00,10271.89
2024-06-23,10629.30,8131.79,10000.00,10271.89
2024-06-24,10629.30,10394.35,10000.00,9237.96
2024-06-25,10629.30,8282.77,10000.00,9220.85
2024-06-26,10629.30,8309.88,10000.00,9235.03
2024-06-27,10629.30,8265.95,10000.00,9212.05
2024-06-28,10629.30,8285.50,10000.00,9222.27
2024-06-29,10629.30,8345.39,10000.00,9253.61
2024-06-30,10629.30,8350.62,10000.00,9256.35
2024-07-01,10629.30,8323.82,10000.00,9242.32
2024-07-02,10629.30,8260.33,10000.00,9209.11
2024-07-03,10519.18,8155.50,10000.00,10328.74
2024-07-04,10519.18,10567.61,10000.00,9168.20
2024-07-05,10519.18,8514.13,10000.00,9200.72
2024-07-06,10519.18,8425.00,10000.00,9152.45
2024-07-07,10519.18,8456.46,10000.00,9169.49
2024-07-08,10519.18,8506.36,10000.00,9196.51
2024-07-09,10519.18,8494.36,10000.00,9190.02
2024-07-10,10519.18,8480.30,10000.00,9182.40
2024-07-11,10519.18,8501.37,10000.00,9193.81
2024-07-12,10519.18,8550.53,10000.00,9220.43
2024-07-13,10519.18,8609.77,10000.00,10252.41
2024-07-14,10519.18,10264.67,10000.00,10252.41
2024-07-15,10519.18,10264.67,10000.00,10252.41
2024-07-16,10519.18,10264.67,10000.00,10252.41
2024-07-17,10519.18,10264.67,10000.00,10252.41
2024-07-18,10519.18,10264.67,10000.00,10252.41
2024-07-19,10519.18,10264.67,10000.00,9221.70
2024-07-20,10487.45,10264.67,10000.00,9237.46
2024-07-21,10487.45,10264.67,10000.00,9227.99
2024-07-22,8339.42,10264.67,10000.00,9202.66
2024-07-23,10555.50,10264.67,10000.00,9193.88
2024-07-24,10555.50,10264.67,10000.00,9200.39
2024-07-25,10555.50,8278.23,10000.00,9233.55
2024-07-26,10555.50,8277.59,10000.00,9233.23
2024-07-27,8455.22,8288.45,10000.00,9238.64
2024-07-28,8409.52,10295.52,10000.00,10253.56
2024-07-29,8390.79,8217.83,10000.00,10253.56
2024-07-30,10657.68,8169.66,10000.00,10253.56
2024-07-31,10657.68,8190.70,10000.00,10253.56
2024-08-01,10657.68,10130.24,10000.00,10253.56
2024-08-02,10657.68,10130.24,10000.00,10253.56
2024-08-03,10657.68,8019.27,7916.17,10253.56
2024-08-04,10657.68,7882.24,9780.90,10253.56
2024-08-05,10657.68,10284.55,9780.90,9586.81
2024-08-06,10657.68,8458.33,9780.90,9574.92
2024-08-07,10657.68,8669.14,9780.90,9659.25
2024-08-08,10657.68,8642.23,9780.90,9648.49
2024-08-09,10657.68,8644.54,9780.90,9649.41
2024-08-10,10657.68,8573.53,9780.90,9621.00
2024-08-11,10657.68,8593.91,9780.90,9629.15
2024-08-12,10657.68,8633.93,9780.90,9645.17
2024-08-13,10657.68,8572.67,9780.90,9620.66
2024-08-14,10657.68,8535.97,9780.90,10208.42
2024-08-15,10657.68,10193.67,9780.90,10208.42
2024-08-16,10657.68,8606.74,9780.90,10208.42
2024-08-17,10657.68,8577.92,9780.90,10208.42
2024-08-18,10657.68,8605.83,9780.90,10208.42
2024-08-19,10657.68,8593.94,9780.90,10208.42
2024-08-20,8603.54,8652.29,9780.90,10208.42
2024-08-21,8575.25,8630.95,9780.90,10208.42
2024-08-22,10474.95,8731.70,9780.90,10208.42
2024-08-23,10474.95,8734.23,9780.90,10208.42
2024-08-24,10474.95,8736.51,9780.90,10208.42
2024-08-25,8333.85,10085.95,9780.90,10208.42
2024-08-26,10632.17,10085.95,9780.90,10208.42
2024-08-27,10632.17,10085.95,9780.90,10208.42
2024-08-28,10632.17,10085.95,9780.90,10208.42
2024-08-29,10632.17,10085.95,9780.90,10208.42
2024-08-30,10632.17,10085.95,9780.90,10208.42
2024-08-31,10632.17,10085.95,9780.90,10208.42
2024-09-01,10632.17,10085.95,9780.90,10208.42
2024-09-02,10632.17,10085.95,9780.90,10208.42
2024-09-03,10632.17,10085.95,9780.90,10208.42
2024-09-04,8439.42,8005.85,9780.90,10208.42
2024-09-05,10484.68,7928.85,9780.90,10208.42
2024-09-06,10484.68,7936.28,9780.90,9220.32
2024-09-07,10484.68,7961.03,9780.90,9233.40
2024-09-08,10484.68,10117.93,9780.90,9273.43
2024-09-09,10484.68,8115.13,9780.90,9284.20
2024-09-10,10484.68,8104.91,9780.90,9278.91
2024-09-11,10484.68,8132.80,9780.90,9293.36
2024-09-12,10484.68,8218.19,9780.90,9337.63
2024-09-13,10484.68,8199.22,9780.90,9327.80
2024-09-14,10484.68,8168.22,9780.90,9311.73
2024-09-15,10484.68,8135.26,9780.90,10130.17
2024-09-16,10484.68,8210.15,9780.90,10130.17
2024-09-17,10484.68,8261.73,9780.90,10130.17
2024-09-18,10484.68,9908.43,9780.90,10130.17
2024-09-19,10484.68,9908.43,7832.43,8909.74
2024-09-20,8392.78,9908.43,7837.14,8912.69
2024-09-21,8400.22,9908.43,7844.11,8917.06
2024-09-22,8392.08,9908.43,7836.48,8912.28
2024-09-23,10449.35,7955.98,7865.52,8930.47
2024-09-24,10449.35,7920.57,7830.36,8908.44
2024-09-25,10381.87,7984.36,7893.70,8948.12
2024-09-26,10381.87,8003.34,7912.55,8959.92
2024-09-27,8307.97,8005.79,9690.64,8961.45
2024-09-28,8299.87,7997.76,9690.64,10181.71
2024-09-29,10460.00,7925.89,9690.64,10181.71
2024-09-30,10460.00,7846.90,9690.64,10181.71
2024-10-01,10460.00,7842.27,9690.64,10181.71
2024-10-02,10460.00,9827.22,9690.64,10181.71
2024-10-03,8414.41,9827.22,9690.64,10181.71
2024-10-04,8413.21,9827.22,9690.64,10181.71
2024-10-05,10531.47,9827.22,9690.64,10181.71
2024-10-06,10531.47,9827.22,9690.64,10181.71
2024-10-07,10531.47,9827.22,9690.64,10181.71
2024-10-08,10531.47,9827.22,9690.64,10181.71
2024-10-09,8414.58,9827.22,9690.64,10181.71
2024-10-10,10598.65,9827.22,9690.64,10181.71
2024-10-11,10598.65,9827.22,9690.64,10181.71
2024-10-12,10598.65,9827.22,9690.64,10181.71
2024-10-13,10598.65,9827.22,9690.64,10181.71
2024-10-14,10598.65,9827.22,9690.64,10181.71
2024-10-15,10598.65,7877.90,9690.64,8529.01
2024-10-16,8472.46,7871.87,9690.64,8523.89
2024-10-17,10573.22,7901.66,9690.64,8549.16
2024-10-18,10573.22,7900.03,9690.64,8547.78
2024-10-19,10573.22,7919.11,9690.64,8563.95
2024-10-20,10573.22,7870.38,9690.64,8522.63
2024-10-21,8459.59,7871.32,9690.64,8523.43
2024-10-22,8435.18,7848.54,9690.64,8504.12
2024-10-23,8483.86,7893.98,9690.64,8542.64
2024-10-24,8434.08,9812.95,9690.64,10169.61
2024-10-25,8447.80,7863.24,9690.64,10169.61
2024-10-26,8477.01,7890.67,9690.64,10169.61
2024-10-27,10492.61,7949.06,9690.64,10169.61
2024-10-28,10492.61,8031.53,9690.64,8934.76
2024-10-29,10492.61,8019.99,9690.64,8927.55
2024-10-30,10492.61,9919.95,9690.64,8888.47
2024-10-31,10492.61,9919.95,9690.64,8874.97
2024-11-01,10492.61,9919.95,9690.64,8872.77
2024-11-02,10492.61,9919.95,9690.64,8861.60
2024-11-03,10492.61,9919.95,9690.64,8844.40
2024-11-04,10492.61,9919.95,9690.64,8873.21
2024-11-05,10492.61,9919.95,9690.64,8988.47
2024-11-06,10492.61,7943.27,9690.64,8993.60
2024-11-07,8411.78,7960.06,9690.64,10291.70
2024-11-08,8416.04,7964.10,9690.64,10291.70
2024-11-09,10368.04,8061.49,9690.64,10291.70
2024-11-10,10368.04,10263.93,9690.64,9319.04
2024-11-11,10368.04,8194.54,9690.64,9309.35
2024-11-12,10310.14,8251.39,9690.64,9342.51
2024-11-13,10310.14,8178.20,9690.64,10384.84
2024-11-14,10310.14,8264.35,9690.64,10384.84
2024-11-15,10310.14,8254.45,9690.64,10384.84
2024-11-16,10310.14,8237.02,9690.64,10384.84
2024-11-17,10310.14,8251.77,9690.64,10384.84
2024-11-18,10310.14,8295.79,9690.64,10384.84
2024-11-19,10266.38,8341.16,9690.64,10384.84
2024-11-20,10266.38,10487.76,9690.64,9704.80
2024-11-21,10266.38,8402.45,9690.64,9709.12
2024-11-22,8187.27,8375.90,9690.64,9699.74
2024-11-23,8192.52,8381.30,9690.64,9701.65
2024-11-24,10390.63,8274.78,9690.64,9664.01
2024-11-25,10390.63,8251.01,9690.64,9655.62
2024-11-26,10390.63,8337.39,9690.64,10396.72
2024-11-27,10390.63,8331.27,9690.64,10396.72
2024-11-28,10390.63,8370.49,9690.64,10396.72
2024-11-29,10390.63,8348.38,9690.64,10396.72
2024-11-30,10390.63,10463.04,9690.64,10396.72
2024-12-01,10390.63,8339.96,9690.64,10396.72
2024-12-02,10390.63,8341.43,9690.64,10396.72
2024-12-03,10390.63,8402.17,9690.64,10396.72
2024-12-04,10390.63,8365.64,9690.64,10396.72
2024-12-05,10390.63,8426.83,9690.64,10396.72
2024-12-06,10390.63,8427.44,9690.64,10396.72
2024-12-07,10390.63,8454.62,9690.64,10396.72
2024-12-08,10390.63,8371.77,9690.64,10396.72
2024-12-09,10390.63,8357.13,9690.64,10396.72
2024-12-10,10390.63,10547.51,9690.64,10396.72
2024-12-11,10390.63,8413.81,9690.64,10396.72
2024-12-12,8341.33,8442.74,9690.64,10396.72
2024-12-13,8340.78,8442.18,9690.64,10396.72
2024-12-14,10299.60,8505.16,9690.64,10396.72
2024-12-15,10299.60,8539.86,9690.64,10396.72
2024-12-16,10299.60,8540.92,9690.64,8859.91
2024-12-17,10415.90,8416.00,9690.64,8773.05
2024-12-18,10415.90,8358.34,9690.64,8732.96
2024-12-19,10415.90,8366.44,9690.64,8738.59
2024-12-20,8321.09,10464.56,9690.64,8730.68
2024-12-21,8275.81,10464.56,9690.64,8699.88
2024-12-22,8268.85,10464.56,9690.64,8695.14
2024-12-23,8350.57,10464.56,9690.64,8750.73
2024-12-24,8366.53,10464.56,9690.64,8761.59
2024-12-25,8288.21,10464.56,9690.64,10245.86
2024-12-26,8256.03,10464.56,9690.64,10245.86
2024-12-27,8276.70,10464.56,9690.64,10245.86
2024-12-28,8243.13,10464.56,9690.64,10245.86
2024-12-29,10306.74,10464.56,9690.64,10245.86
2024-12-30,10306.74,10464.56,9690.64,10245.86
2024-12-31,10306.74,10464.56,9690.64,10245.86
2025-01-01,10306.74,10464.56,9690.64,10245.86
2025-01-02,10306.74,10464.56,9690.64,10245.86
2025-01-03,10306.74,10464.56,9690.64,10245.86
2025-01-04,10306.74,10464.56,9690.64,10245.86
2025-01-05,10306.74,10464.56,9690.64,10245.86
2025-01-06,10306.74,10464.56,9690.64,10245.86
2025-01-07,10306.74,10464.56,9690.64,10245.86
2025-01-08,10306.74,10464.56,9690.64,10245.86
2025-01-09,10306.74,10464.56,9690.64,10245.86
2025-01-10,10306.74,10464.56,9690.64,10245.86
2025-01-11,10306.74,10464.56,9690.64,10245.86
2025-01-12,10306.74,10464.56,9690.64,10245.86
2025-01-13,10306.74,10464.56,9690.64,10245.86
2025-01-14,10306.74,10464.56,9690.64,10245.86
2025-01-15,10306.74,10464.56,9690.64,10245.86
2025-01-16,10306.74,10464.56,9690.64,10245.86
2025-01-17,10306.74,10464.56,9690.64,10245.86
2025-01-18,10306.74,10464.56,9690.64,10245.86
2025-01-19,10306.74,10464.56,9690.64,10245.86
2025-01-20,10306.74,10464.56,9690.64,10245.86
2025-01-21,10306.74,10464.56,9690.64,10245.86
2025-01-22,10306.74,10464.56,9690.64,10245.86
2025-01-23,10306.74,10464.56,9690.64,10245.86
2025-01-24,10306.74,10464.56,9690.64,10245.86
2025-01-25,10306.74,10464.56,9690.64,10245.86
2025-01-26,10306.74,10464.56,9690.64,10245.86
2025-01-27,10306.74,10464.56,9690.64,10245.86
2025-01-28,10306.74,10464.56,9690.64,10245.86
2025-01-29,10306.74,10464.56,9690.64,10245.86
2025-01-30,10306.74,10464.56,9690.64,10245.86
2025-01-31,10306.74,10464.56,9690.64,10245.86
2025-02-01,10306.74,10464.56,9690.64,10245.86
2025-02-02,10306.74,10464.56,9690.64,10245.86
2025-02-03,8204.93,10464.56,9690.64,10245.86
2025-02-04,8181.71,10464.56,9690.64,10245.86
2025-02-05,8180.32,10464.56,9690.64,10245.86
2025-02-06,8179.69,10464.56,9690.64,10245.86
2025-02-07,8178.55,10464.56,9690.64,10245.86
2025-02-08,8178.75,10464.56,9690.64,10245.86
2025-02-09,8198.20,8392.75,9690.64,10245.86
2025-02-10,8164.66,8356.36,9690.64,10245.86
2025-02-11,8206.52,8401.78,9690.64,10245.86
2025-02-12,10210.39,8374.84,9690.64,10245.86
2025-02-13,10210.39,8393.84,9690.64,10245.86
2025-02-14,10210.39,8395.74,9690.64,10245.86
2025-02-15,10210.39,8363.99,9690.64,10245.86
2025-02-16,10210.39,8356.57,9690.64,10245.86
2025-02-17,10210.39,8353.10,9690.64,10245.86
2025-02-18,8189.88,10461.19,9690.64,10245.86
2025-02-19,8226.28,10461.19,9690.64,10245.86
2025-02-20,8179.40,10461.19,9690.64,10245.86
2025-02-21,8188.59,8378.31,9690.64,10245.86
2025-02-22,8182.05,8371.65,9690.64,10245.86
2025-02-23,10122.97,8268.56,9690.64,10245.86
2025-02-24,10122.97,8204.86,9690.64,8131.15
2025-02-25,10122.97,10722.79,9690.64,8030.84
2025-02-26,10122.97,8591.71,9690.64,8042.68
2025-02-27,10122.97,8583.18,9690.64,8035.19
2025-02-28,8139.87,8627.23,9690.64,10368.68
2025-03-01,8337.35,10464.11,9690.64,10368.68
2025-03-02,10167.06,10464.11,9690.64,10368.68
2025-03-03,10167.06,8611.52,9690.64,10368.68
2025-03-04,10167.06,8684.60,9690.64,10368.68
2025-03-05,10167.06,8669.81,9690.64,10368.68
2025-03-06,10167.06,8600.88,9690.64,10368.68
2025-03-07,10167.06,8589.08,9690.64,10368.68
2025-03-08,10167.06,8469.17,9690.64,10368.68
2025-03-09,10167.06,8422.18,9690.64,10368.68
2025-03-10,10167.06,10534.67,9690.64,10368.68
2025-03-11,8151.94,9127.85,9690.64,10368.68
2025-03-12,8088.58,9083.62,9690.64,10368.68
2025-03-13,8160.04,9133.51,9690.64,10368.68
2025-03-14,8168.88,9139.68,9690.64,10368.68
2025-03-15,8125.14,9109.15,9690.64,10368.68
2025-03-16,8160.76,9134.02,9690.64,10368.68
2025-03-17,8128.68,9111.62,9690.64,10368.68
2025-03-18,8230.74,9182.87,9690.64,10368.68
2025-03-19,10197.93,9136.64,9690.64,10368.68
2025-03-20,10197.93,10515.13,9690.64,10368.68
2025-03-21,10197.93,8406.52,9690.64,10368.68
2025-03-22,10197.93,8462.92,9690.64,10368.68
2025-03-23,10197.93,8498.67,9690.64,10368.68
2025-03-24,10197.93,8496.65,9690.64,10368.68
2025-03-25,10197.93,8483.74,9690.64,10368.68
2025-03-26,10197.93,8491.12,9690.64,10368.68
2025-03-27,10197.93,8420.28,9690.64,10368.68
2025-03-28,10197.93,8376.21,9690.64,10368.68
2025-03-29,10197.93,8370.05,9690.64,10368.68
2025-03-30,10197.93,10553.18,9690.64,10368.68
2025-03-31,10197.93,10553.18,9690.64,10368.68
2025-04-01,10197.93,10553.18,9690.64,10368.68
2025-04-02,10197.93,8459.64,9690.64,10368.68
2025-04-03,10197.93,8477.59,9690.64,10368.68
2025-04-04,10197.93,8468.46,9690.64,10368.68
2025-04-05,10197.93,8337.00,9690.64,10368.68
2025-04-06,10197.93,8356.90,9690.64,10368.68
2025-04-07,8083.92,8283.00,9690.64,10368.68
2025-04-08,8247.10,8445.02,9690.64,10368.68
2025-04-09,8168.96,10628.30,9690.64,10368.68
2025-04-10,8267.69,10628.30,9690.64,10368.68
2025-04-11,8316.30,10628.30,9690.64,10368.68
2025-04-12,8276.58,10628.30,9690.64,10368.68
2025-04-13,8298.35,10628.30,9690.64,10368.68
2025-04-14,8274.19,10628.30,9690.64,10368.68
2025-04-15,8284.27,10628.30,9690.64,10368.68
2025-04-16,10347.41,10628.30,9690.64,10368.68
2025-04-17,10347.41,10628.30,9690.64,10368.68
2025-04-18,10347.41,10628.30,9690.64,10368.68
2025-04-19,10347.41,10628.30,9690.64,10368.68
2025-04-20,10347.41,10628.30,9690.64,10368.68
2025-04-21,10347.41,10628.30,9690.64,10368.68
2025-04-22,10347.41,10628.30,9690.64,9354.06
2025-04-23,8284.40,10628.30,9690.64,9357.25
2025-04-24,10325.73,8518.21,9690.64,9364.75
2025-04-25,10325.73,8517.13,9690.64,9364.23
2025-04-26,10325.73,8497.10,9690.64,9354.59
2025-04-27,10325.73,8525.53,9690.64,9368.27
2025-04-28,10325.73,8508.33,9690.64,9359.99
2025-04-29,10325.73,8506.34,9690.64,9359.04
2025-04-30,10325.73,8559.09,9690.64,9384.43
2025-05-01,10325.73,8568.26,9690.64,10406.14
2025-05-02,8238.81,8545.15,9690.64,10406.14
2025-05-03,10379.66,10636.70,9690.64,10406.14
2025-05-04,10379.66,8517.78,9690.64,10406.14
2025-05-05,10379.66,8564.39,9690.64,10406.14
2025-05-06,10379.66,8569.26,9690.64,10406.14
2025-05-07,10379.66,8709.14,9690.64,10406.14
2025-05-08,10379.66,8702.91,9690.64,9289.91
2025-05-09,10342.73,10871.53,9690.64,9309.66
2025-05-10,10342.73,8682.91,9690.64,9302.22
2025-05-11,10342.73,8655.49,9690.64,9287.97
2025-05-12,8301.03,8683.17,9690.64,9302.36
2025-05-13,8289.10,8670.87,9690.64,9295.96
2025-05-14,8294.01,8675.93,9690.64,9298.59
2025-05-15,8288.21,8669.96,9690.64,9295.49
2025-05-16,8281.37,8662.90,9690.64,9291.82
2025-05-17,10268.56,8731.96,9690.64,10440.96
2025-05-18,10268.56,8713.91,9690.64,10440.96
2025-05-19,8239.30,10914.30,9690.64,10440.96
2025-05-20,10189.19,8789.12,9690.64,10440.96
2025-05-21,10189.19,8830.42,9690.64,9062.93
2025-05-22,10189.19,8740.78,9690.64,9006.76
2025-05-23,10189.19,8749.90,9690.64,9012.48
2025-05-24,10189.19,10958.53,9690.64,9028.63
2025-05-25,10189.19,10958.53,9690.64,9034.00
2025-05-26,10189.19,8757.11,9690.64,9027.79
2025-05-27,10189.19,8733.99,9690.64,9013.01
2025-05-28,10189.19,8689.25,9690.64,8984.41
2025-05-29,10189.19,8658.26,9690.64,8964.61
2025-05-30,10189.19,8670.58,9690.64,10376.39
2025-05-31,10189.19,8691.56,9690.64,10376.39
2025-06-01,10189.19,8695.70,9690.64,10376.39
2025-06-02,10189.19,8686.46,9690.64,10376.39
2025-06-03,10189.19,8672.41,9690.64,10376.39
2025-06-04,10189.19,10800.74,9690.64,10376.39
2025-06-05,10189.19,10800.74,9690.64,8408.97
2025-06-06,10189.19,10800.74,9690.64,8433.53
2025-06-07,10189.19,10800.74,9690.64,8436.59
2025-06-08,10189.19,10800.74,9690.64,8526.69
2025-06-09,10189.19,10800.74,9690.64,8526.57
2025-06-10,10189.19,10800.74,9690.64,8494.31
2025-06-11,10189.19,10800.74,9690.64,8435.53
2025-06-12,10189.19,10800.74,9690.64,8443.40
2025-06-13,10189.19,10800.74,9690.64,8430.66
2025-06-14,10189.19,10800.74,9690.64,10295.82
2025-06-15,10189.19,10800.74,9690.64,10295.82
2025-06-16,10189.19,10800.74,9690.64,10295.82
2025-06-17,10189.19,10800.74,9690.64,10295.82
2025-06-18,10189.19,10800.74,9690.64,10295.82
2025-06-19,10189.19,10800.74,9690.64,10295.82
2025-06-20,10189.19,10800.74,9690.64,10295.82
2025-06-21,10189.19,10800.74,9690.64,10295.82
2025-06-22,8240.29,10800.74,9690.64,10295.82
2025-06-23,8254.60,10800.74,9690.64,10295.82
2025-06-24,10317.99,10800.74,9690.64,10295.82
2025-06-25,10317.99,10800.74,9690.64,10295.82
2025-06-26,10317.99,10800.74,9690.64,10295.82
2025-06-27,10317.99,10800.74,9690.64,10295.82
2025-06-28,10317.99,10800.74,9690.64,10295.82
2025-06-29,10317.99,10800.74,9690.64,10295.82
2025-06-30,10317.99,10800.74,9690.64,10295.82
2025-07-01,10317.99,10800.74,9690.64,10295.82
2025-07-02,10317.99,10800.74,9690.64,10295.82
2025-07-03,10317.99,10800.74,9690.64,10295.82
2025-07-04,10317.99,10800.74,9690.64,10295.82
2025-07-05,10317.99,10800.74,9690.64,10295.82
2025-07-06,10317.99,8621.67,9690.64,10295.82
2025-07-07,10317.99,8635.08,9690.64,10295.82
2025-07-08,10317.99,8681.29,9690.64,10295.82
2025-07-09,10317.99,8774.86,9690.64,8611.47
2025-07-10,10317.99,8805.52,9690.64,8635.98
2025-07-11,10317.99,8803.43,9690.64,8634.31
2025-07-12,10317.99,10996.39,9690.64,8660.54
2025-07-13,10317.99,8810.80,9690.64,8672.26
2025-07-14,10317.99,8772.20,9690.64,8639.20
2025-07-15,10317.99,8789.23,9690.64,8653.78
2025-07-16,10317.99,8799.98,9690.64,8662.99
2025-07-17,10317.99,8776.77,9690.64,8643.12
2025-07-18,10317.99,8774.69,9690.64,10400.49
2025-07-19,10317.99,8763.90,9690.64,10400.49
2025-07-20,10317.99,8765.99,9690.64,10400.49
2025-07-21,10317.99,8813.65,9690.64,10400.49
2025-07-22,10317.99,10990.51,9690.64,10400.49
2025-07-23,10317.99,8784.79,9690.64,10400.49
2025-07-24,10317.99,8770.86,9690.64,10400.49
2025-07-25,10317.99,8776.91,9690.64,10400.49
2025-07-26,10317.99,8804.61,9690.64,10400.49
2025-07-27,10317.99,8778.55,9690.64,10400.49
2025-07-28,10317.99,8776.37,9690.64,10400.49
2025-07-29,10317.99,8774.73,9690.64,10400.49
2025-07-30,10317.99,8736.10,9690.64,10400.49
2025-07-31,10317.99,8689.81,9690.64,10400.49
2025-08-01,10317.99,10874.64,9690.64,8307.22
2025-08-02,10317.99,10874.64,9690.64,8338.30
2025-08-03,8269.33,10874.64,9690.64,8353.49
2025-08-04,8252.38,10874.64,9690.64,8336.26
2025-08-05,8268.84,10874.64,9690.64,8352.99
2025-08-06,8313.70,10874.64,9690.64,8398.60
2025-08-07,8298.72,10874.64,9690.64,8383.37
2025-08-08,8295.26,10874.64,9690.64,8379.85
2025-08-09,10409.63,10874.64,9690.64,8431.47
2025-08-10,10409.63,10874.64,9690.64,10300.38
2025-08-11,10409.63,10874.64,9690.64,10300.38
2025-08-12,10409.63,10874.64,9690.64,10300.38
2025-08-13,10409.63,8611.87,9690.64,8157.10
2025-08-14,8310.97,10770.03,9690.64,8141.21
2025-08-15,8311.49,10770.03,9690.64,8141.70
2025-08-16,8311.81,10770.03,9690.64,8142.01
2025-08-17,8290.78,10770.03,9690.64,8122.04
2025-08-18,8230.62,10770.03,9690.64,8064.91
2025-08-19,8255.60,10770.03,9690.64,8088.63
2025-08-20,8223.95,10770.03,9690.64,8058.58
2025-08-21,10435.68,10770.03,9690.64,8132.35
2025-08-22,10435.68,10770.03,9690.64,10167.08
2025-08-23,10435.68,10770.03,9690.64,10167.08
2025-08-24,10435.68,10770.03,9690.64,10167.08
2025-08-25,10435.68,10770.03,9690.64,8633.18
2025-08-26,8338.67,10770.03,9690.64,8625.70
2025-08-27,8363.04,8641.29,9690.64,8644.16
2025-08-28,10371.98,8560.20,9690.64,8584.93
2025-08-29,10371.98,8568.72,9690.64,8591.16
2025-08-30,8286.91,8557.89,9690.64,8583.24
2025-08-31,8305.64,8576.91,9690.64,8597.13
2025-09-01,8343.56,8615.42,9690.64,8625.26
2025-09-02,10427.59,8625.21,9690.64,8632.41
2025-09-03,10427.59,8605.48,9690.64,10158.85
2025-09-04,10427.59,8604.41,9690.64,10158.85
2025-09-05,10427.59,10790.29,9690.64,10158.85
2025-09-06,10427.59,8650.11,9690.64,10158.85
2025-09-07,10427.59,8668.62,9690.64,10158.85
2025-09-08,10427.59,8658.05,9690.64,10158.85
2025-09-09,10427.59,8705.81,9690.64,10158.85
2025-09-10,10427.59,8736.14,9690.64,10158.85
2025-09-11,10427.59,8747.47,9690.64,10158.85
2025-09-12,10427.59,8744.64,9690.64,10158.85
2025-09-13,10427.59,8732.50,9690.64,10158.85
2025-09-14,10427.59,8733.47,9690.64,10158.85
2025-09-15,10427.59,10660.92,9690.64,10158.85
2025-09-16,10427.59,10660.92,9690.64,10158.85
2025-09-17,8353.50,10660.92,9690.64,10158.85
2025-09-18,8328.00,10660.92,9690.64,10158.85
2025-09-19,8328.97,10660.92,9690.64,10158.85
2025-09-20,8320.80,10660.92,9690.64,10158.85
2025-09-21,10494.56,10660.92,9690.64,10158.85
2025-09-22,10494.56,10660.92,9690.64,10158.85
2025-09-23,10494.56,10660.92,9690.64,10158.85
2025-09-24,10494.56,10660.92,9690.64,10158.85
2025-09-25,10494.56,8541.69,9690.64,8139.43
2025-09-26,10494.56,8541.76,9690.64,8139.49
2025-09-27,10494.56,8590.62,9690.64,8186.05
2025-09-28,10494.56,10556.40,9690.64,8226.67
2025-09-29,10494.56,10556.40,9690.64,8220.55
2025-09-30,10494.56,10556.40,9690.64,9979.90
2025-10-01,10494.56,10556.40,9690.64,9979.90
